"text","transcription",lang,text2,transcription2,lang2,"translation","category","partOfSpeech"
"place","[pleɪs]",,,,,"место","Пространство","Существительные"
"point","[pɔɪnt]",,,,,"точка (пункт)","Пространство","Существительные"
"area","[ˈeərɪə]",,,,,"местность, регион, район","Пространство","Существительные"
"side","[saɪd]",,,,,"сторона","Пространство","Существительные"
"end","[ɛnd]",,,,,"конец","Пространство","Существительные"
"center","[ˈsɛntə]",,,,,"центр","Пространство","Существительные"
"absence","[ˈæbsəns]",,,,,"отсутствие","Пространство","Существительные"
"presence","[ˈprɛzns]",,,,,"наличие","Пространство","Существительные"
"corner","[ˈkɔːnə]",,,,,"угол","Пространство","Существительные"
"problem","[ˈprɒbləm]",,,,,"проблема","Логика","Существительные"
"fact","[fækt]",,,,,"факт","Логика","Существительные"
"issue","[ˈɪʃuː]",,,,,"вопрос (проблема)","Логика","Существительные"
"information","[ˌɪnfəˈmeɪʃən]",,,,,"информация","Логика","Существительные"
"result","[rɪˈzʌlt]",,,,,"результат","Логика","Существительные"
"reason","[ˈriːzn]",,,,,"причина","Логика","Существительные"
"decision","[dɪˈsɪʒən]",,,,,"решение","Логика","Существительные"
"matter","[ˈmætə]",,,,,"дело (вопрос)","Логика","Существительные"
"type","[taɪp]",,,,,"тип","Логика","Существительные"
"rule","[ruːl]",,,,,"правило","Логика","Существительные"
"goal","[gəʊl]",,,,,"цель","Логика","Существительные"
"factor","[ˈfæktə]",,,,,"фактор","Логика","Существительные"
"approach","[əˈprəʊʧ]",,,,,"подход (к чему-либо)","Логика","Существительные"
"option","[ˈɒpʃən]",,,,,"вариант (опция)","Логика","Существительные"
"version","[ˈvɜːʃən]",,,,,"версия","Логика","Существительные"
"solution","[səˈluːʃən]",,,,,"решение","Логика","Существительные"
"mistake","[mɪsˈteɪk]",,,,,"ошибка","Логика","Существительные"
"category","[ˈkætɪgəri]",,,,,"категория","Логика","Существительные"
"finding","[ˈfaɪndɪŋ]",,,,,"находка, вывод, информация, полученная в результате исследования","Логика","Существительные"
"search","[sɜːʧ]",,,,,"поиск","Логика","Существительные"
"importance","[ɪmˈpɔːtəns]",,,,,"важность","Логика","Существительные"
"cause","[kɔːz]",,,,,"причина","Логика","Существительные"
"effect","[ɪˈfɛkt]",,,,,"следствие, эффект","Логика","Существительные"
"conclusion","[kənˈkluːʒən]",,,,,"вывод, заключение","Логика","Существительные"
"notion","[ˈnəʊʃən]",,,,,"идея (замечание), представление о чем-то","Логика","Существительные"
"definition","[ˌdɛfɪˈnɪʃən]",,,,,"определение","Логика","Существительные"
"priority","[praɪˈɒrɪti]",,,,,"приоритет","Логика","Существительные"
"exception","[ɪkˈsɛpʃən]",,,,,"исключение","Логика","Существительные"
"feature","[ˈfiːʧə]",,,,,"особенность","Логика","Существительные"
"comparison","[kəmˈpærɪsn]",,,,,"сравнение","Логика","Существительные"
"relation","[rɪˈleɪʃən]",,,,,"отношение, связь","Логика","Существительные"
"criteria","[kraɪˈtɪərɪə]",,,,,"критерий","Логика","Существительные"
