"text","transcription",lang,text2,transcription2,lang2,"translation","category","partOfSpeech"
"effective","[ɪˈfɛktɪv]",,,,,"эффективный","Качество","Прилагательные"
"effectively","[ɪˈfɛktɪvli]",,,,,"эффективно","Образа действия","Наречия"
"effort","[ˈɛfət]",,,,,"усилие (труд)","Работа, карьера","Существительные"
"egg","[ɛg]",,,,,"яйцо","Животные, растения","Существительные"
"elect","[ɪˈlɛkt]",,,,,"выбирать","Экономика, бизнес","Глаголы"
"election","[ɪˈlɛkʃən]",,,,,"выборы","Государство и общество","Существительные"
"electric","[ɪˈlɛktrɪk]",,,,,"электрический","Наука, искусство","Прилагательные"
"electricity","[ɪlɛkˈtrɪsɪti]",,,,,"электричество","Техника","Существительные"
"electronic","[ɪlɛkˈtrɒnɪk]",,,,,"электронный","Наука, искусство","Прилагательные"
"element","[ˈɛlɪmənt]",,,,,"элемент","Материалы","Существительные"
"elementary","[ˌɛlɪˈmɛntəri]",,,,,"элементарный","Государство и общество","Прилагательные"
"eliminate","[ɪˈlɪmɪneɪt]",,,,,"устранять","Борьба","Глаголы"
"elite","[eɪˈliːt]",,,,,"элита","Государство и общество","Существительные"
"else","[ɛls]",something else,,,,"еще (что-нибудь еще)","Количества","Наречия"
"elsewhere","[ˈɛlsˈweə]",,,,,"в другом месте","Места","Наречия"
"email","['iːmeɪl]",,,,,"электронная почта","Информационные технологии","Существительные"
"embrace","[ɪmˈbreɪs]",,,,,"обнимать","Физические действия (человека)","Глаголы"
"emerge","[ɪˈmɜːʤ]",,,,,"появляться","Наличие/отсутствие, принадлежность","Глаголы"
"emergency","[ɪˈmɜːʤənsi]",,,,,"чрезвычайная ситуация","Город","Существительные"
"emotion","[ɪˈməʊʃən]",,,,,"эмоции","Психология, чувства","Существительные"
"emotional","[ɪˈməʊʃənl]",,,,,"эмоциональный","Человек","Прилагательные"
"emphasis","[ˈɛmfəsɪs]",,,,,"акцент (ударение) на что-то","Общение","Существительные"
"emphasize","[ˈɛmfəsaɪz]",,,,,"подчеркивать (делать ударение на чем-то)","Общение","Глаголы"
"employ","[ɪmˈplɔɪ]",,,,,"принимать на работу","Работа, сотрудничество","Глаголы"
"employee","[ˌɛmplɔɪˈiː]",,,,,"сотрудник","Профессии, должности","Существительные"
"employer","[ɪmˈplɔɪə]",,,,,"работодатель","Работа, карьера","Существительные"
"employment","[ɪmˈplɔɪmənt]",,,,,"трудовая занятость","Экономика, бизнес","Существительные"
"empty","[ˈɛmpti]",,,,,"пустой","Физические качества","Прилагательные"
"enable","[ɪˈneɪbl]",,,,,"включать","Физические действия (общие)","Глаголы"
"encounter","[ɪnˈkaʊntə]",,,,,"встречать","Общение","Глаголы"
"encourage","[ɪnˈkʌrɪʤ]",,,,,"воодушевлять","Общение","Глаголы"
"end","[ɛnd]",,,,,"заканчивать","Этапы действия, часть и целое","Глаголы"
"end","[ɛnd]",,,,,"конец","Пространство","Существительные"
"enemy","[ˈɛnɪmi]",,,,,"враг","Армия","Существительные"
"energy","[ˈɛnəʤi]",,,,,"энергия","Промышленность","Существительные"
"enforcement","[ɪnˈfɔːsmənt]",,,,,"принуждение к исполнению закона","Закон","Существительные"
"engage","[ɪnˈgeɪʤ]",,,,,"входить в контакт","Работа, сотрудничество","Глаголы"
"engagement","[ɪnˈgeɪʤmənt]",,,,,"помолвка","Семья","Существительные"
"engine","[ˈɛnʤɪn]",,,,,"двигатель","Техника","Существительные"
"engine","[ˈɛnʤɪn]",,,,,"двигатель","Транспорт","Существительные"
"engineer","[ˌɛnʤɪˈnɪə]",,,,,"инженер","Профессии, должности","Существительные"
"engineering","[ˌɛnʤɪˈnɪərɪŋ]",,,,,"инженерия","Промышленность","Существительные"
"enhance","[ɪnˈhɑːns]",,,,,"улучшать","Работа, сотрудничество","Глаголы"
"enjoy","[ɪnˈʤɔɪ]",,,,,"наслаждаться","Дом, быт, развлечения","Глаголы"
"enormous","[ɪˈnɔːməs]",,,,,"громадный","Размер, форма","Прилагательные"
"enough","[ɪˈnʌf]",,,,,"достаточно","Меры, степени","Наречия"
"ensure","[ɪnˈʃʊə]",,,,,"гарантировать","Общение","Глаголы"
"enter","[ˈɛntə]",,,,,"входить","Наличие/отсутствие, принадлежность","Глаголы"
"enterprise","[ˈɛntəpraɪz]",,,,,"предприятие","Экономика, бизнес","Существительные"
"entire","[ɪnˈtaɪə]",,,,,"весь (целиком)","Физические качества","Прилагательные"
"entirely","[ɪnˈtaɪəli]",,,,,"полностью","Образа действия","Наречия"
"entrance","[ˈɛntrəns]",,,,,"вход","Дом, быт","Существительные"
"entry","[ˈɛntri]",,,,,"запись (напр.в журнале)","Работа, карьера","Существительные"
"environment","[ɪnˈvaɪərənmənt]",,,,,"окружающая среда","Мир, природа","Существительные"
"environmental","[ɪnˌvaɪərənˈmɛntl]",,,,,"относящийся к окружающей среде","Пространство и природа","Прилагательные"
